State_College,PA,LOCAL,40.79,-77.86,98018
Blacksburg,VA,LOCAL,37.23,-80.43,116880
Nacogdoches,TX,LOCAL,31.61,-94.65,32912
Lafayette,LA,LOCAL,30.21,-92.03,308078
Raleigh,NC,METRO,35.83,-78.64,1498654
New_Orleans,LA,METRO,30.07,-89.93,957783
Austin,TX,METRO,30.30,-97.75,1827859
Lawrence,KS,LOCAL,38.96,-95.26,103245
Great_Falls,MT,LOCAL,47.50,-111.30,62112
Santa_Fe,NM,LOCAL,35.66,-105.98,95498
San_Marcos,TX,LOCAL,29.87,-97.94,133176
Fayetteville,AR,METRO,36.07,-94.17,438594
New_Braunfels,TX,LOCAL,29.70,-98.11,110960
Portland,OR,METRO,45.54,-122.65,3382637
Newark,OH,LOCAL,40.07,-82.43,105045
Owensboro,KY,LOCAL,37.76,-87.12,73115
Greenville,MS,LOCAL,33.38,-91.05,29854
Concord,NC,LOCAL,35.39,-80.64,302487
Tiffin,OH,LOCAL,41.12,-83.18,30666
Phoenix,AZ,METRO,33.57,-112.09,6890782
Ocala,FL,LOCAL,29.18,-82.15,250449
Easton,PA,LOCAL,40.69,-75.22,51842
Sioux_City,IA,LOCAL,42.50,-96.39,107932
Metairie,LA,LOCAL,30.00,-90.18,463793
Elgin,TX,LOCAL,30.35,-97.39,25854
Peoria,IL,LOCAL,40.75,-89.62,253461
Aiken,SC,LOCAL,33.53,-81.73,54798
Bismarck,ND,LOCAL,46.81,-100.77,90420
Watertown,WI,LOCAL,43.19,-88.73,44027
Washington,DC,METRO,38.90,-77.02,5461716
Salem,VA,LOCAL,37.29,-80.06,25290
Carrollton,GA,LOCAL,33.58,-85.08,42660
Salinas,CA,LOCAL,36.69,-121.63,458531
Stillwater,OK,LOCAL,36.13,-97.07,57942
Weatherford,TX,LOCAL,32.75,-97.77,32110
Rogers,AR,LOCAL,36.32,-94.15,190485
Mansfield,OH,LOCAL,40.77,-82.53,82303
Norman,OK,LOCAL,35.23,-97.35,181215
Pensacola,FL,METRO,30.44,-87.19,526765
Morristown,TN,LOCAL,36.20,-83.30,29887
Bangor,ME,LOCAL,44.83,-68.79,48508
Salisbury,MD,LOCAL,38.38,-75.59,108982
Canton,OH,LOCAL,40.81,-81.37,373962
Battle_Creek,MI,LOCAL,42.30,-85.23,90935
Forney,TX,LOCAL,32.74,-96.45,50030
Champaign,IL,LOCAL,40.11,-88.27,226037
Hagerstown,MD,LOCAL,39.64,-77.72,212888
Charleston,IL,LOCAL,39.48,-88.18,37414
Kearney,NE,LOCAL,40.70,-99.08,33783
Springfield,MA,METRO,42.12,-72.54,752378
Yulee,FL,LOCAL,30.64,-81.57,25968
Murfreesboro,TN,LOCAL,35.85,-86.41,255619
Blaine,MN,LOCAL,45.17,-93.21,327052
Vallejo,CA,LOCAL,38.11,-122.23,611452
Williamsburg,VA,LOCAL,37.27,-76.71,83021
Pell_City,AL,LOCAL,33.56,-86.27,27085
Klamath_Falls,OR,LOCAL,42.22,-121.78,40491
Russellville,AR,LOCAL,35.28,-93.14,29227
Lake_Charles,LA,LOCAL,30.20,-93.21,183972
St_Augustine,FL,LOCAL,29.90,-81.31,184643
Morgantown,WV,LOCAL,39.64,-79.95,86752
Denton,TX,METRO,33.22,-97.14,806709
Mobile,AL,LOCAL,30.68,-88.12,487772
Clovis,NM,LOCAL,34.44,-103.19,38701
Centreville,VA,LOCAL,38.84,-77.44,1492898
Zephyrhills,FL,LOCAL,28.24,-82.18,358941
Grand_Forks,ND,LOCAL,47.92,-97.09,63767
Big_Spring,TX,LOCAL,32.24,-101.48,27878
Salem,OR,LOCAL,44.92,-123.02,423493
Leesburg,FL,LOCAL,28.77,-81.90,295709
Rock_Hill,SC,LOCAL,34.94,-81.02,169878
Gainesville,FL,LOCAL,29.68,-82.35,213432
Golden_Gate,FL,LOCAL,26.18,-81.70,111099
Sugar_Land,TX,LOCAL,29.59,-95.64,383300
Pullman,WA,LOCAL,46.73,-117.17,33974
Milford,DE,LOCAL,38.91,-75.42,26796
Cape_Coral,FL,METRO,26.64,-82.00,1379420
Morris,IL,LOCAL,41.37,-88.43,25489
Lewiston,ME,LOCAL,44.09,-70.17,59425
Rochester,NY,METRO,43.17,-77.62,744601
Decatur,IL,LOCAL,39.86,-88.93,86604
Cumberland,MD,LOCAL,39.65,-78.76,28045
Bowie,MD,LOCAL,38.95,-76.74,751587
Delaware,OH,LOCAL,40.29,-83.07,55171
Ithaca,NY,LOCAL,42.44,-76.50,37218
Provo,UT,METRO,40.25,-111.65,1049422
Farmington,MO,LOCAL,37.78,-90.43,34341
Talladega,AL,LOCAL,33.43,-86.10,34342
Starkville,MS,LOCAL,33.46,-88.83,25495
Santa_Barbara,CA,LOCAL,34.43,-119.72,545020
Albany,GA,LOCAL,31.58,-84.18,89323
Anderson,SC,LOCAL,34.52,-82.65,103479
Murrysville,PA,LOCAL,40.45,-79.66,81788
Portsmouth,VA,LOCAL,36.85,-76.35,94961
Glens_Falls,NY,LOCAL,43.31,-73.65,83311
Woodstock,GA,LOCAL,34.10,-84.51,75451
Muncie,IN,LOCAL,40.20,-85.39,98165
Richmond,KY,LOCAL,37.73,-84.29,51517
Santa_Rosa,CA,LOCAL,38.45,-122.71,513775
Tupelo,MS,LOCAL,34.27,-88.73,38251
Portsmouth,NH,LOCAL,43.06,-70.78,97455
Racine,WI,LOCAL,42.73,-87.81,204386
Harrisonburg,VA,LOCAL,38.44,-78.87,74901
Kenosha,WI,LOCAL,42.59,-87.88,167981
Olympia,WA,LOCAL,47.04,-122.90,291348
Northampton,MA,LOCAL,42.33,-72.67,28552
Crystal_Lake,IL,LOCAL,42.23,-88.34,221955
Bremerton,WA,LOCAL,47.54,-122.71,305010
Niagara_Falls,NY,LOCAL,43.09,-79.01,107080
San_Diego,CA,METRO,32.83,-117.12,4868352
New_Brunswick,NJ,LOCAL,40.49,-74.44,605255
Midland,MI,LOCAL,43.62,-84.23,41922
Arnold,MO,LOCAL,38.43,-90.37,48247
Aberdeen,WA,LOCAL,46.98,-123.81,25141
Leavenworth,KS,LOCAL,39.32,-94.92,48084
Portage,IN,LOCAL,41.59,-87.18,84115
Pearland,TX,LOCAL,29.56,-95.32,280529
Claremore,OK,LOCAL,36.31,-95.61,26805
Laredo,TX,LOCAL,27.56,-99.49,262774
Bridgeport,CT,METRO,41.19,-73.20,1446829
Roanoke,VA,LOCAL,37.28,-79.96,216388
Jonesboro,AR,LOCAL,35.82,-90.68,73631
Elmira,NY,LOCAL,42.09,-76.81,63404
Middletown,OH,LOCAL,39.50,-84.37,259873
Spartanburg,SC,LOCAL,34.94,-81.93,233243
Sumter,SC,LOCAL,33.94,-80.39,77626
Aguadilla,PR,LOCAL,18.44,-67.15,260331
Ottawa,IL,LOCAL,41.36,-88.83,56869
San_Antonio,TX,METRO,29.46,-98.52,2235770
Bellingham,WA,LOCAL,48.75,-122.47,176268
Lawton,OK,LOCAL,34.62,-98.42,90487
Columbus,OH,METRO,39.99,-82.99,1919208
Mount_Vernon,WA,LOCAL,48.42,-122.31,106002
Chambersburg,PA,LOCAL,39.93,-77.66,31915
Trenton,NJ,LOCAL,40.22,-74.76,522638
Adrian,MI,LOCAL,41.90,-84.04,28911
Montgomery,AL,LOCAL,32.35,-86.27,263285
St_Petersburg,FL,LOCAL,27.79,-82.67,800077
West_Chester,PA,LOCAL,39.96,-75.61,64809
Eugene,OR,LOCAL,44.06,-123.12,373453
Cedar_Rapids,IA,LOCAL,41.97,-91.68,235923
Tullahoma,TN,LOCAL,35.37,-86.22,30878
Logan,UT,LOCAL,41.74,-111.84,152107
